entpName,itemName,itemSeq,efcyQesitm,useMethodQesitm,depositMethodQesitm,itemImage
현대약품(주),솔루아펜연질캡슐(아세트아미노펜),201903831,"이 약은 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증)과 치통, 관절통, 류마티양 동통(통증)에 사용합니다.","만 12세 이상 소아 및 성인은 1회 2캡슐(650 mg) 1일 3~4회(4~6시간마다) 필요시 복용합니다.1일 최대 12캡슐(4,000 mg)까지 초과하여 복용하지 않습니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoApPycZkc
코스맥스파마(주),팜플루노즈연질캡슐,201903799,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq0-FtEWle
엔비케이제약(주),케이몰액(시트룰린말산염),201904178,이 약은기능 무력증의 보조치료에 사용합니다.,"성인은 1회 1포(1 g), 1일 3회,6세 이상 소아는1회 1포(1 g), 1일 2회 물에 희석(묽게 함)하여 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
코스맥스파마(주),팜플루콜드연질캡슐,201903800,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq0-FtEWmq
(주)셀트리온제약,셀큐라민정(은행엽건조엑스),201904192,"이 약은 말초동맥 순환장애(간헐성 파행증), 어지러움, 혈관성 및 퇴행성 이명(귀울림)과이명(귀울림), 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능장애의 치료에 사용합니다.","성인은 말초동맥 순환장애, 어지러움, 이명(귀울림)에 1회 1/2정(40 mg)씩 1일 3회 또는 1회 1정(80 mg)씩 1일 2회 복용합니다.기질성 뇌기능장애에 1회 1/2정(40 mg)~1정(80 mg)씩 1일 3회 또는 1회 11/2정(120 mg)씩 1일 2회 복용합니다.연령, 증상에 따라 적절히 증감할 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUssR
(주)아이월드제약,수프리정,201904167,"이 약은 두통, 치통, 발치후 동통(통증), 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상통의 진통과오한, 발열시의 해열에 사용합니다.","만 15세 이상 및 성인은 1회 1정, 1일 3회공복을 피해 복용합니다.복용간격은 4시간 이상이 되도록합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOzo
일양바이오팜(주),마하펜연질캡슐(아세트아미노펜),201904215,"이 약은 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증)과 치통, 관절통, 류마티양 동통(통증)에 사용합니다.","만 12세 이상 소아 및 성인은 1회 2캡슐(650 mg) 1일 3~4회(4~6시간마다) 필요시 복용합니다.1일 최대 12캡슐(4,000 mg)까지 초과하여 복용하지 않습니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOzC
대원바이오텍주식회사,파인큐이부펜시럽(이부프로펜),201904193,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술 후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은1회 200~600 mg, 1일 3~4회 복용하며 1일 최고 3,200 mg까지 복용할 수 있습니다.연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할하여 복용합니다.경증 및 중등도의 동통,감기에성인은 1회 200~400 mg, 1일 3~4회, 11~14세는 1회 200~250 mg(10~13mL), 7~10세는 1회 150~200 mg (8~10 mL), 3~6세는 1회 100~150 mg (5~8mL), 1~2세는 1회 50~100 mg(3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg미만인 어린이는 1일 용량이 500 mg(25mL)을 초과해서는 안되며 공복시 복용은피하는 것이 바람직합니다.",빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)일화,프리간액(L-아스파르트산-L-오르니틴),201904219,이 약은 중증의 간질환(예 : 간경변) 해독의 보조 치료에 사용합니다.,"1회 6 g씩, 1일 2회 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
한미약품(주),한미치쏙크림,201904220,이 약은 치열·치핵의 아픔·가려움·부종(부기)·출혈의 일시적 완화에 사용합니다.,"도포하는 경우 1일 3회의 범위 내에서 환부에 직접 바릅니다.주입하는 경우 만 15세 이상 및 성인은1회 2 g, 1일 3회의 범위 내에서 직장내 삽입하여 주입합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일동제약(주),아로나민케어에이치티정,201904226,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 D, E, B1의 보급과 아연의 보급에 사용합니다.","만 15세 이상 청소년 및 성인은 1회 1정씩, 1일 1회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnDFuS19_C
(주)유앤생명과학,애드원정,201904268,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 비타민 B1, B6, B12의 보급과 신경통, 근육통, 관절통(요통, 어깨결림, 오십견 등), 손발의 저림, 눈의 피로 증상의 완화에 사용합니다.","15세 이상 어린이 및 성인 1회 2~3정, 11~14세 어린이는 1회 1~2정, 5~10세 어린이는 1회 1정,1일 1회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Mx3
(주)동구바이오제약,메디녹실플러스액,201904260,이 약은 남성형 탈모증(안드로젠탈모증)의 치료에 사용합니다.,"모발과 두피를 완전히 건조시킨 후, 이 약 0.5~1 mL를 1일 2회(아침, 저녁), 최소 4개월 동안, 환부에만 바릅니다.하루 총 투여량이 2 mL를 초과하지 마십시오.",빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.화기 근처에 두지 마십시오.,
(주)티디에스팜,펠비고쿨플라스타,201904285,"이 약은 어깨 결림에 따른 어깨 ​​통증, 요통, 관절통, 근육통, 건초염(손·손목·발목의 통증과 붓기), 팔꿈치 통증(테니스 엘보 등), 타박상, 염좌에 사용합니다.",1일 1~2회 환부에 붙여서 사용합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손에 닿지 않는 곳에 보관하십시오.사용기한이 지난 제품은 사용하지 마십시오.,
일동제약(주),아로나민케어디엠정,201904305,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, C의 보급에 사용합니다.","만 15세 이상 청소년 및 성인은 1회 1정씩, 1일 1회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MmZCvzwsOX
한국신텍스제약(주),알마겐정500밀리그램(알마게이트),201904317,"이 약은 위ㆍ십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.","만 12세 이상 및 성인은 1회 1 g씩, 1일 3회 식후 30분~1시간에 씹어서 경구 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nq4XM4gmST
엔비케이제약(주),메부란정(트리메부틴말레산염),201904326,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상(복통, 소화불량, 구역, 구토), 과민성대장증후군 및 경련성 결장, 소아 질환(습관성 구토, 비감염성 장관통과장애(변비, 설사))에 사용합니다.","성인은 1회 100~200 mg씩, 1일 3회 식전에 경구투여합니다.연령, 증상에 따라 적절히 증감할 수 있습니다.",실온에서 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsAFr
한국유니온제약(주),티테인캡슐(아세틸시스테인),201904332,"이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 질환에서객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 3회, 6~14세는 1회 1캡슐(200 mg)씩, 1일 2회 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 2회, 6~14세는 1회1/2캡슐(100 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0_7a4Vssn
(주)바스칸바이오제약,엘카렉정(엘카르니틴),201904337,"이 약은 1차성, 2차성 카르니틴결핍증과 협심증, 급성심근경색 같은 허혈성 심질환에 의한 심근대사장애에 사용합니다.","성인은 1일 2~3 g을 1일 2~3회 분할하여 복용합니다.연령, 증상에 따라 적절히 증감할 수 있습니다.",실온에서 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2BCpgVQBH
영진약품(주),징카민정80mg(은행엽건조엑스),201904346,"이 약은 말초동맥 순환장애(간헐성 파행증), 어지러움, 혈관성 및 퇴행성 이명(귀울림)과이명(귀울림), 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능장애의 치료에 사용합니다.","성인은 말초동맥 순환장애, 어지러움, 이명(귀울림)에 1회 1/2정(40 mg)씩 1일 3회 또는 1회 1정(80 mg)씩 1일 2회 복용합니다.기질성 뇌기능장애에 1회 1/2정(40 mg)~1정(80 mg)씩 1일 3회 또는 1회 11/2정(120 mg)씩 1일 2회 복용합니다.연령, 증상에 따라 적절히 증감할 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Muwq7fAuCQ
(주)유한양행,조인본골드정,201904356,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 B1, B6, D의 보급과 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 뼈, 이의 발육불량, 구루병의 예방과 칼슘결핍 및 기타 칼슘의 보급과 마그네슘결핍으로 인한 근육경련에 사용합니다.","만 12세 이상 및 성인 1회 1정씩, 1일 2회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtKf7lr5li
아이큐어(주),원폴정(폴산),201904379,"이 약은 폴산결핍증의 예방 및 치료, 소모성 질환, 임부 및 수유부에서 폴산의 수요가 증대하여 식사로부터 섭취가 불충분한 경우의 보급, 악성빈혈의 보조요법(비타민 B12 결핍으로 인한 빈혈 제외), 영양결핍성빈혈, 임신성빈혈, 소아빈혈, 항전간제 투여로 인한 빈혈 중 폴산의 결핍 또는 대사장애가 관여한다고 추정되는 경우, 알코올중독 및 간질환에 관련된 거대적아구성빈혈에 사용합니다.","폴산결핍증, 다른 약물 투여로 인한 결핍증 치료 경우 성인 및 24개월 이상 소아는 1일 0.25~1 mg을 복용합니다.폴산결핍증 예방 및 폴산의 요구량이 증대하는 각종 질환 경우 성인 및 24개월 이상 소아는 1일 0.1~0.25 mg을 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtEcZ9Ww3w
주식회사 더유제약,5-엠씨크림(리도카인),201904494,이 약은 남성 성기 촉각의 예민성 감소에 사용합니다.,성교 5~15분전에 크림으로서 0.25~0.66 g(리도카인으로서 23~62 mg)을 도포합니다.용량과 적용 시간은 개인에 따라 다르며 최저유효량을 사용하되 24시간 이내에 최대 2 g(리도카인으로서 184 mg)을 초과하여 투여하지 않습니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)마더스제약,브로나제장용정(브로멜라인),201904502,"이 약은 부종(부기)을 동반한 염증 증상의 완화, 외상(상처) 또는 수술 후의 부종(부기)에 사용합니다.","성인 및 12세 이상의 소아는 1회 1정(100 mg), 1일 2회 식사 30분 전에 물과 함께 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다.",25℃이하에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OhN7YNFLmJ
